"Index","Close"
1/1/2019 15:30,1277337.010438
1/1/2019 15:45,1281166.543189
1/1/2019 16:00,1281705.658179
1/1/2019 16:15,1288471.401945
1/1/2019 16:30,1286852.525443
1/1/2019 16:45,1297073.505677
1/1/2019 17:00,1330652.089687
1/1/2019 17:15,1356132.348547
1/1/2019 17:30,1363624.471701
1/1/2019 17:45,1377142.487144
1/1/2019 18:00,1397890.310562
1/1/2019 18:15,1442425.121736
1/1/2019 18:30,1435622.881925
1/1/2019 18:45,1427444.494259
1/1/2019 19:00,1430969.892463
1/1/2019 19:15,1515547.658507
1/1/2019 19:30,1498652.47693
1/1/2019 19:45,1498559.769592
1/1/2019 20:00,1485452.872015
1/1/2019 20:15,1404554.08004
1/1/2019 20:30,1380336.153796
1/1/2019 20:45,1371635.975995
1/1/2019 21:00,1383013.333692
1/1/2019 21:15,1334773.59792
1/1/2019 21:30,1325636.051955
1/1/2019 21:45,1302667.145378
1/1/2019 22:00,1277715.262493
1/1/2019 22:15,1318381.386259
1/1/2019 22:30,1309399.00197
1/1/2019 22:45,1323936.507995
1/1/2019 23:00,1303575.27096
1/1/2019 23:15,1304471.914199
1/1/2019 23:30,1256806.608095
1/1/2019 23:45,1273869.202189
1/2/2019 0:00,1274438.036692
1/2/2019 0:15,1300289.717925
1/2/2019 0:30,1261462.74396
1/2/2019 0:45,1246734.980393
1/2/2019 1:00,1231181.169438
1/2/2019 1:15,1262069.025975
1/2/2019 1:30,1244737.666204
1/2/2019 1:45,1245081.989134
1/2/2019 2:00,1232203.221602
1/2/2019 2:15,1259698.922697
1/2/2019 2:30,1240757.303333
1/2/2019 2:45,1260415.74202
1/2/2019 3:00,1238673.359552
1/2/2019 3:15,1269341.020697
1/2/2019 3:30,1258722.194701
1/2/2019 3:45,1249264.789294
1/2/2019 4:00,1234255.514129
1/2/2019 4:15,1240376.638363
1/2/2019 4:30,1235325.885851
1/2/2019 4:45,1232032.49303
1/2/2019 5:00,1233510.759463
1/2/2019 5:15,1250757.062697
1/2/2019 5:30,1239886.00093
1/2/2019 5:45,1236838.273995
1/2/2019 6:00,1250146.976751
1/2/2019 6:15,1265710.30302
1/2/2019 6:30,1290379.633741
1/2/2019 6:45,1283401.42995
1/2/2019 7:00,1294293.703886
1/2/2019 7:15,1255657.279756
1/2/2019 7:30,1282041.815229
1/2/2019 7:45,1316497.023891
1/2/2019 8:00,1337796.897274
1/2/2019 8:15,1356507.599532
1/2/2019 8:30,1389969.824144
1/2/2019 8:45,1413993.990219
1/2/2019 9:00,1431221.925935
1/2/2019 9:15,1520575.703428
1/2/2019 9:30,1524971.950925
1/2/2019 9:45,1527439.508677
1/2/2019 10:00,1543247.230448
1/2/2019 10:15,1581025.687925
1/2/2019 10:30,1591618.442199
1/2/2019 10:45,1589485.136925
1/2/2019 11:00,1592344.12294
1/2/2019 11:15,1564929.224463
1/2/2019 11:30,1566046.758229
1/2/2019 11:45,1575178.77397
1/2/2019 12:00,1574262.897975
1/2/2019 12:15,1514815.257453
1/2/2019 12:30,1517310.641711
1/2/2019 12:45,1549192.185448
1/2/2019 13:00,1526432.72296
1/2/2019 13:15,1453937.841448
1/2/2019 13:30,1420461.152229
1/2/2019 13:45,1403245.769194
1/2/2019 14:00,1388865.017473
1/2/2019 14:15,1383889.882697
1/2/2019 14:30,1374760.345448
1/2/2019 14:45,1362993.07195
1/2/2019 15:00,1354332.079706
1/2/2019 15:15,1377699.275453
1/2/2019 15:30,1383234.492189
1/2/2019 15:45,1393311.839204
1/2/2019 16:00,1396524.85295
1/2/2019 16:15,1459367.646721
1/2/2019 16:30,1487195.820473
1/2/2019 16:45,1493254.506945
1/2/2019 17:00,1579271.119925
1/2/2019 17:15,1909614.895244
1/2/2019 17:30,1967928.98196
1/2/2019 17:45,2013926.890428
1/2/2019 18:00,2053002.286945
1/2/2019 18:15,2119397.175945
1/2/2019 18:30,2140835.718438
1/2/2019 18:45,2139199.331204
1/2/2019 19:00,2139541.696692
1/2/2019 19:15,2161823.719428
1/2/2019 19:30,2146551.460692
1/2/2019 19:45,2132510.89999
1/2/2019 20:00,2061728.67194
1/2/2019 20:15,1793924.487692
1/2/2019 20:30,1726422.894711
1/2/2019 20:45,1714834.234189
1/2/2019 21:00,1671865.653975
1/2/2019 21:15,1458790.492438
1/2/2019 21:30,1425136.10993
1/2/2019 21:45,1418353.945189
1/2/2019 22:00,1395060.633771
1/2/2019 22:15,1354539.658468
1/2/2019 22:30,1350750.917448
1/2/2019 22:45,1356860.783438
1/2/2019 23:00,1343135.956706
1/2/2019 23:15,1364759.236697
1/2/2019 23:30,1355941.592701
1/2/2019 23:45,1339909.248428
1/3/2019 0:00,1328572.358692
1/3/2019 0:15,1329180.145687
1/3/2019 0:30,1317489.735194
1/3/2019 0:45,1309777.232935
1/3/2019 1:00,1278999.490985
1/3/2019 1:15,1290544.584443
1/3/2019 1:30,1275855.170438
1/3/2019 1:45,1270328.483428
1/3/2019 2:00,1254297.125488
1/3/2019 2:15,1264092.504189
1/3/2019 2:30,1253638.63894
1/3/2019 2:45,1250578.201438
1/3/2019 3:00,1247128.417259
1/3/2019 3:15,1254118.787433
1/3/2019 3:30,1243593.77593
1/3/2019 3:45,1244926.724209
1/3/2019 4:00,1230621.780886
1/3/2019 4:15,1283817.078448
1/3/2019 4:30,1283905.74592
1/3/2019 4:45,1280335.761184
1/3/2019 5:00,1273842.209945
1/3/2019 5:15,1246213.383433
1/3/2019 5:30,1247894.351194
1/3/2019 5:45,1265245.932199
1/3/2019 6:00,1285339.902955
1/3/2019 6:15,1284724.51491
1/3/2019 6:30,1302098.605104
1/3/2019 6:45,1342905.491697
1/3/2019 7:00,1389326.678438
1/3/2019 7:15,1704814.530776
1/3/2019 7:30,1785799.532383
1/3/2019 7:45,1807912.439935
1/3/2019 8:00,1838345.350682
1/3/2019 8:15,1919783.48
1/3/2019 8:30,1943087.703199
1/3/2019 8:45,1952078.20593
1/3/2019 9:00,1982438.46293
1/3/2019 9:15,2200811.909637
1/3/2019 9:30,2238015.536965
1/3/2019 9:45,2247455.556766
1/3/2019 10:00,2252552.729025
1/3/2019 10:15,2252810.32901
1/3/2019 10:30,2259590.252781
1/3/2019 10:45,2263644.08704
1/3/2019 11:00,2238623.189975
1/3/2019 11:15,1911724.518657
1/3/2019 11:30,1892421.502189
1/3/2019 11:45,1895890.365189
1/3/2019 12:00,1887969.986428
1/3/2019 12:15,1756715.756189
1/3/2019 12:30,1740315.019692
1/3/2019 12:45,1756487.511184
1/3/2019 13:00,1755903.452065
1/3/2019 13:15,1800686.234975
1/3/2019 13:30,1794230.778567
1/3/2019 13:45,1782355.975955
1/3/2019 14:00,1782440.397965
1/3/2019 14:15,1759075.828035
1/3/2019 14:30,1744228.862025
1/3/2019 14:45,1738944.735055
1/3/2019 15:00,1730185.611771
1/3/2019 15:15,1807121.294687
1/3/2019 15:30,1813798.288438
1/3/2019 15:45,1813094.725677
1/3/2019 16:00,1827089.959438
1/3/2019 16:15,1898703.33495
1/3/2019 16:30,1936180.767423
1/3/2019 16:45,1950489.602692
1/3/2019 17:00,2036810.614433
1/3/2019 17:15,2416462.219692
1/3/2019 17:30,2508194.978189
1/3/2019 17:45,2540911.731433
1/3/2019 18:00,2586634.385687
1/3/2019 18:15,2562910.346488
1/3/2019 18:30,2566478.566189
1/3/2019 18:45,2568371.683682
1/3/2019 19:00,2546164.544438
1/3/2019 19:15,2364491.982682
1/3/2019 19:30,2338015.671189
1/3/2019 19:45,2323298.395204
1/3/2019 20:00,2244509.558483
1/3/2019 20:15,2040118.057935
1/3/2019 20:30,1981748.074209
1/3/2019 20:45,1957729.338438
1/3/2019 21:00,1906882.999816
1/3/2019 21:15,1593171.946428
1/3/2019 21:30,1523028.739189
1/3/2019 21:45,1504487.933189
1/3/2019 22:00,1463765.25294
1/3/2019 22:15,1446680.718239
1/3/2019 22:30,1441039.808443
1/3/2019 22:45,1444059.557199
1/3/2019 23:00,1425386.617945
1/3/2019 23:15,1402167.467697
1/3/2019 23:30,1386459.20395
1/3/2019 23:45,1383404.105184
1/4/2019 0:00,1368390.16905
1/4/2019 0:15,1359964.534418
1/4/2019 0:30,1349426.401667
1/4/2019 0:45,1319220.60394
1/4/2019 1:00,1282538.687662
1/4/2019 1:15,1317142.526677
1/4/2019 1:30,1276486.533677
1/4/2019 1:45,1270375.387955
1/4/2019 2:00,1256988.680692
1/4/2019 2:15,1300329.403438
1/4/2019 2:30,1272360.352692
1/4/2019 2:45,1260639.017935
1/4/2019 3:00,1234160.713323
1/4/2019 3:15,1269313.812418
1/4/2019 3:30,1251879.348189
1/4/2019 3:45,1234700.00694
1/4/2019 4:00,1221706.374473
1/4/2019 4:15,1273994.253692
1/4/2019 4:30,1276146.614692
1/4/2019 4:45,1271920.03493
1/4/2019 5:00,1285636.936443
1/4/2019 5:15,1274162.385687
1/4/2019 5:30,1289782.007428
1/4/2019 5:45,1300768.384677
1/4/2019 6:00,1330636.067692
1/4/2019 6:15,1461433.454706
1/4/2019 6:30,1493314.661701
1/4/2019 6:45,1513507.686433
1/4/2019 7:00,1558568.535428
1/4/2019 7:15,1716955.269955
1/4/2019 7:30,1853367.101677
1/4/2019 7:45,1837098.019677
1/4/2019 8:00,1851713.011438
1/4/2019 8:15,2121431.050428
1/4/2019 8:30,2184944.186687
1/4/2019 8:45,2238533.012438
1/4/2019 9:00,2297344.075667
1/4/2019 9:15,2502468.728194
1/4/2019 9:30,2543222.268438
1/4/2019 9:45,2551949.007438
1/4/2019 10:00,2552455.65795
1/4/2019 10:15,2496693.805438
1/4/2019 10:30,2501653.981184
1/4/2019 10:45,2494062.318189
1/4/2019 11:00,2489559.67195
1/4/2019 11:15,2447291.068204
1/4/2019 11:30,2436461.09094
1/4/2019 11:45,2431893.069711
1/4/2019 12:00,2414198.295766
1/4/2019 12:15,2235281.444706
1/4/2019 12:30,2224350.58993
1/4/2019 12:45,2244787.369428
1/4/2019 13:00,2184078.621736
1/4/2019 13:15,1951881.355458
1/4/2019 13:30,1919598.769189
1/4/2019 13:45,1901363.911458
1/4/2019 14:00,1876565.172701
1/4/2019 14:15,1727408.835448
1/4/2019 14:30,1703618.936433
1/4/2019 14:45,1693682.626935
1/4/2019 15:00,1690769.560751
1/4/2019 15:15,1697108.840328
1/4/2019 15:30,1690252.504771
1/4/2019 15:45,1703533.363518
1/4/2019 16:00,1710871.164542
1/4/2019 16:15,1794540.38604
1/4/2019 16:30,1796846.822751
1/4/2019 16:45,1825382.231761
1/4/2019 17:00,1909283.955716
1/4/2019 17:15,2332537.087403
1/4/2019 17:30,2422956.046677
1/4/2019 17:45,2430593.269199
1/4/2019 18:00,2500136.035199
1/4/2019 18:15,2593260.868169
1/4/2019 18:30,2634365.090522
1/4/2019 18:45,2578163.829363
1/4/2019 19:00,2552389.974572
1/4/2019 19:15,2509064.369682
1/4/2019 19:30,2480987.909433
1/4/2019 19:45,2463947.23898
1/4/2019 20:00,2414445.811239
1/4/2019 20:15,2266807.347925
1/4/2019 20:30,2222278.345214
1/4/2019 20:45,2202750.765706
1/4/2019 21:00,2144007.795378
1/4/2019 21:15,1832881.52293
1/4/2019 21:30,1778022.076448
1/4/2019 21:45,1753612.102189
1/4/2019 22:00,1734656.730393
1/4/2019 22:15,1829813.562015
1/4/2019 22:30,1824597.989537
1/4/2019 22:45,1840953.500199
1/4/2019 23:00,1819724.205692
1/4/2019 23:15,1827875.153692
1/4/2019 23:30,1803305.075244
1/4/2019 23:45,1781894.681493
1/5/2019 0:00,1743684.756269
1/5/2019 0:15,1677168.53994
1/5/2019 0:30,1653933.107672
1/5/2019 0:45,1643893.155204
1/5/2019 1:00,1588700.028905
1/5/2019 1:15,1372575.628438
1/5/2019 1:30,1332698.703443
1/5/2019 1:45,1331602.881189
1/5/2019 2:00,1327256.942955
1/5/2019 2:15,1335734.268189
1/5/2019 2:30,1313780.413726
1/5/2019 2:45,1307996.724184
1/5/2019 3:00,1266414.549866
1/5/2019 3:15,1300967.257925
1/5/2019 3:30,1297156.900443
1/5/2019 3:45,1274120.417214
1/5/2019 4:00,1250569.692328
1/5/2019 4:15,1276469.452214
1/5/2019 4:30,1271409.654179
1/5/2019 4:45,1274784.863194
1/5/2019 5:00,1273495.224423
1/5/2019 5:15,1284356.646692
1/5/2019 5:30,1286197.112682
1/5/2019 5:45,1288909.361428
1/5/2019 6:00,1292391.877672
1/5/2019 6:15,1289887.793219
1/5/2019 6:30,1304720.93295
1/5/2019 6:45,1306554.971692
1/5/2019 7:00,1331967.505428
1/5/2019 7:15,1430414.236438
1/5/2019 7:30,1471988.033428
1/5/2019 7:45,1477601.224677
1/5/2019 8:00,1504385.718189
1/5/2019 8:15,1580178.044194
1/5/2019 8:30,1600978.003726
1/5/2019 8:45,1619074.925189
1/5/2019 9:00,1643635.365458
1/5/2019 9:15,1748270.211184
1/5/2019 9:30,1787279.577443
1/5/2019 9:45,1793201.655443
1/5/2019 10:00,1820345.604214
1/5/2019 10:15,1801416.98091
1/5/2019 10:30,1818062.348801
1/5/2019 10:45,1798603.895985
1/5/2019 11:00,1781518.132657
1/5/2019 11:15,1634360.382179
1/5/2019 11:30,1626140.429179
1/5/2019 11:45,1633372.549682
1/5/2019 12:00,1619605.790194
1/5/2019 12:15,1582676.657184
1/5/2019 12:30,1587351.395925
1/5/2019 12:45,1610960.486433
1/5/2019 13:00,1590646.656945
1/5/2019 13:15,1486558.241189
1/5/2019 13:30,1473181.423473
1/5/2019 13:45,1482184.29495
1/5/2019 14:00,1456263.452
1/5/2019 14:15,1463551.186433
1/5/2019 14:30,1455234.775438
1/5/2019 14:45,1443495.073189
1/5/2019 15:00,1432868.368527
1/5/2019 15:15,1451206.959975
1/5/2019 15:30,1451961.465438
1/5/2019 15:45,1443667.377935
1/5/2019 16:00,1444814.862224
1/5/2019 16:15,1425076.77099
1/5/2019 16:30,1435606.58898
1/5/2019 16:45,1445219.194687
1/5/2019 17:00,1508949.299677
1/5/2019 17:15,1883587.838826
1/5/2019 17:30,1940285.663935
1/5/2019 17:45,1964512.965438
1/5/2019 18:00,1986872.048677
1/5/2019 18:15,1990969.854935
1/5/2019 18:30,1990400.01893
1/5/2019 18:45,1982014.63695
1/5/2019 19:00,1973622.207682
1/5/2019 19:15,1886910.918925
1/5/2019 19:30,1864890.310945
1/5/2019 19:45,1837048.924194
1/5/2019 20:00,1784172.345716
1/5/2019 20:15,1696018.697438
1/5/2019 20:30,1641301.38894
1/5/2019 20:45,1637834.965199
1/5/2019 21:00,1597190.332761
1/5/2019 21:15,1435443.022687
1/5/2019 21:30,1392435.759925
1/5/2019 21:45,1362217.55292
1/5/2019 22:00,1352939.65197
1/5/2019 22:15,1384075.211716
1/5/2019 22:30,1384079.444448
1/5/2019 22:45,1390118.514194
1/5/2019 23:00,1389752.747179
1/5/2019 23:15,1393937.986955
1/5/2019 23:30,1373820.077985
1/5/2019 23:45,1376237.71395
1/6/2019 0:00,1346452.574144
1/6/2019 0:15,1364316.495438
1/6/2019 0:30,1344272.135667
1/6/2019 0:45,1319835.002682
1/6/2019 1:00,1291992.648592
1/6/2019 1:15,1260439.827935
1/6/2019 1:30,1225556.625214
1/6/2019 1:45,1223202.215697
1/6/2019 2:00,1211025.091776
1/6/2019 2:15,1254282.266687
1/6/2019 2:30,1264064.001194
1/6/2019 2:45,1259917.966179
1/6/2019 3:00,1257596.479204
1/6/2019 3:15,1296749.826448
1/6/2019 3:30,1276484.392448
1/6/2019 3:45,1276548.042189
1/6/2019 4:00,1264193.188463
1/6/2019 4:15,1259065.719453
1/6/2019 4:30,1246553.911801
1/6/2019 4:45,1250472.138493
1/6/2019 5:00,1233770.767667
1/6/2019 5:15,1242995.491851
1/6/2019 5:30,1251632.786766
1/6/2019 5:45,1256366.487602
1/6/2019 6:00,1264549.359025
1/6/2019 6:15,1252176.537483
1/6/2019 6:30,1254006.019935
1/6/2019 6:45,1262526.673194
1/6/2019 7:00,1266338.775194
1/6/2019 7:15,1266357.751169
1/6/2019 7:30,1289512.827935
1/6/2019 7:45,1300045.054682
1/6/2019 8:00,1302484.723189
1/6/2019 8:15,1346157.677493
1/6/2019 8:30,1359063.519741
1/6/2019 8:45,1369194.510935
1/6/2019 9:00,1400745.970458
1/6/2019 9:15,1407210.098438
1/6/2019 9:30,1420389.51894
1/6/2019 9:45,1424062.058199
1/6/2019 10:00,1437829.604458
1/6/2019 10:15,1427276.325174
1/6/2019 10:30,1430990.932697
1/6/2019 10:45,1427767.375935
1/6/2019 11:00,1423216.072189
1/6/2019 11:15,1291600.042945
1/6/2019 11:30,1296302.952433
1/6/2019 11:45,1297776.885184
1/6/2019 12:00,1330592.928677
1/6/2019 12:15,1308090.764687
1/6/2019 12:30,1307353.787687
1/6/2019 12:45,1291513.98393
1/6/2019 13:00,1291195.013955
1/6/2019 13:15,1300686.997189
1/6/2019 13:30,1279448.219687
1/6/2019 13:45,1277634.81894
1/6/2019 14:00,1265967.831274
1/6/2019 14:15,1271193.49693
1/6/2019 14:30,1294627.821925
1/6/2019 14:45,1282034.352677
1/6/2019 15:00,1279688.69594
1/6/2019 15:15,1305254.366697
1/6/2019 15:30,1312699.012428
1/6/2019 15:45,1311652.675682
1/6/2019 16:00,1306267.002473
1/6/2019 16:15,1299915.574433
1/6/2019 16:30,1293135.106438
1/6/2019 16:45,1303613.939194
1/6/2019 17:00,1341080.478682
1/6/2019 17:15,1452324.964383
1/6/2019 17:30,1502163.000463
1/6/2019 17:45,1520348.975169
1/6/2019 18:00,1555660.963687
1/6/2019 18:15,1739292.703935
1/6/2019 18:30,1748568.57694
1/6/2019 18:45,1742740.655169
1/6/2019 19:00,1739039.469189
1/6/2019 19:15,1830658.060438
1/6/2019 19:30,1814138.804209
1/6/2019 19:45,1792213.417189
1/6/2019 20:00,1778863.845527
1/6/2019 20:15,1667431.126925
1/6/2019 20:30,1647240.109473
1/6/2019 20:45,1615320.114279
1/6/2019 21:00,1552638.909119
1/6/2019 21:15,1381872.46694
1/6/2019 21:30,1356246.063184
1/6/2019 21:45,1346356.041955
1/6/2019 22:00,1300007.012383
1/6/2019 22:15,1343431.319726
1/6/2019 22:30,1320530.835259
1/6/2019 22:45,1321004.817259
1/6/2019 23:00,1301071.519711
1/6/2019 23:15,1408746.84598
1/6/2019 23:30,1383529.150881
1/6/2019 23:45,1390336.307756
1/7/2019 0:00,1355048.394035
1/7/2019 0:15,1313774.821841
1/7/2019 0:30,1304922.914338
1/7/2019 0:45,1304245.128289
1/7/2019 1:00,1276700.754886
1/7/2019 1:15,1281116.369234
1/7/2019 1:30,1275891.76494
1/7/2019 1:45,1281251.951184
1/7/2019 2:00,1280011.343338
1/7/2019 2:15,1290678.459443
1/7/2019 2:30,1291668.760199
1/7/2019 2:45,1294820.376443
1/7/2019 3:00,1275760.171149
1/7/2019 3:15,1279938.47894
1/7/2019 3:30,1275295.216189
1/7/2019 3:45,1268348.26394
1/7/2019 4:00,1259275.766766
1/7/2019 4:15,1286112.790443
1/7/2019 4:30,1280728.074687
1/7/2019 4:45,1277171.148687
1/7/2019 5:00,1281587.084438
1/7/2019 5:15,1273981.096259
1/7/2019 5:30,1281703.888458
1/7/2019 5:45,1280687.067189
1/7/2019 6:00,1321059.741214
1/7/2019 6:15,1347782.840746
1/7/2019 6:30,1359292.872274
1/7/2019 6:45,1405721.245438
1/7/2019 7:00,1559839.068492
1/7/2019 7:15,2191187.029747
1/7/2019 7:30,2330877.069159
1/7/2019 7:45,2370096.653379
1/7/2019 8:00,2538533.57983
1/7/2019 8:15,2822527.298328
1/7/2019 8:30,2883825.231543
1/7/2019 8:45,2880326.275269
1/7/2019 9:00,2894313.723761
1/7/2019 9:15,2915037.493001
1/7/2019 9:30,2917570.572757
1/7/2019 9:45,2926649.04401
1/7/2019 10:00,2920515.746442
1/7/2019 10:15,2871124.536064
1/7/2019 10:30,2868281.78706
1/7/2019 10:45,2881793.555552
1/7/2019 11:00,2865113.001134
1/7/2019 11:15,2775287.416308
1/7/2019 11:30,2758156.610816
1/7/2019 11:45,2792859.78406
1/7/2019 12:00,2788811.554811
1/7/2019 12:15,2607092.508577
1/7/2019 12:30,2536963.077065
1/7/2019 12:45,2530995.232552
1/7/2019 13:00,2510000.029129
1/7/2019 13:15,2484391.748333
1/7/2019 13:30,2491766.715831
1/7/2019 13:45,2468339.995288
1/7/2019 14:00,2361083.455533
1/7/2019 14:15,2047276.168174
1/7/2019 14:30,1988674.216547
1/7/2019 14:45,1986629.797094
1/7/2019 15:00,1994712.568334
1/7/2019 15:15,2032308.306568
1/7/2019 15:30,2002278.830065
1/7/2019 15:45,2008495.258578
1/7/2019 16:00,2020712.773582
1/7/2019 16:15,2055311.937343
1/7/2019 16:30,2034457.448099
1/7/2019 16:45,2039588.194178
1/7/2019 17:00,2094508.589035
1/7/2019 17:15,2319199.872452
1/7/2019 17:30,2348102.696626
1/7/2019 17:45,2335279.189642
1/7/2019 18:00,2367819.175001
1/7/2019 18:15,2612730.100245
1/7/2019 18:30,2637702.700249
1/7/2019 18:45,2621323.931776
1/7/2019 19:00,2598692.639174
1/7/2019 19:15,2620496.070334
1/7/2019 19:30,2601223.072443
1/7/2019 19:45,2567249.257045
1/7/2019 20:00,2487953.245388
1/7/2019 20:15,2196691.657249
1/7/2019 20:30,2137955.212891
1/7/2019 20:45,2103981.919328
1/7/2019 21:00,2029833.710383
1/7/2019 21:15,1572670.617657
1/7/2019 21:30,1495073.839169
1/7/2019 21:45,1479270.859945
1/7/2019 22:00,1415905.663662
1/7/2019 22:15,1471361.175756
1/7/2019 22:30,1464835.207925
1/7/2019 22:45,1447491.601209
1/7/2019 23:00,1407696.654199
1/7/2019 23:15,1362608.647468
1/7/2019 23:30,1317285.298483
1/7/2019 23:45,1296973.062856
1/8/2019 0:00,1283062.25599
1/8/2019 0:15,1304043.817697
1/8/2019 0:30,1290648.730214
1/8/2019 0:45,1273260.769826
1/8/2019 1:00,1246054.58895
1/8/2019 1:15,1262643.230453
1/8/2019 1:30,1255722.645189
1/8/2019 1:45,1252165.240955
1/8/2019 2:00,1240758.757871
1/8/2019 2:15,1260998.339478
1/8/2019 2:30,1240819.573587
1/8/2019 2:45,1241313.017313
1/8/2019 3:00,1220356.769328
1/8/2019 3:15,1252550.079965
1/8/2019 3:30,1246408.313925
1/8/2019 3:45,1237052.622502
1/8/2019 4:00,1237426.085269
1/8/2019 4:15,1263050.207677
1/8/2019 4:30,1245953.724965
1/8/2019 4:45,1241441.971687
1/8/2019 5:00,1243173.623189
1/8/2019 5:15,1256727.208214
1/8/2019 5:30,1269489.85094
1/8/2019 5:45,1275305.370935
1/8/2019 6:00,1288665.332935
1/8/2019 6:15,1310002.474284
1/8/2019 6:30,1329165.140438
1/8/2019 6:45,1379213.374443
1/8/2019 7:00,1485166.754438
1/8/2019 7:15,1810893.221448
1/8/2019 7:30,1896996.529438
1/8/2019 7:45,1918584.075438
1/8/2019 8:00,2001910.860935
1/8/2019 8:15,2119630.105687
1/8/2019 8:30,2132487.664184
1/8/2019 8:45,2147422.786687
1/8/2019 9:00,2161913.727453
1/8/2019 9:15,2289840.123532
1/8/2019 9:30,2307663.558741
1/8/2019 9:45,2325920.738726
1/8/2019 10:00,2329605.67101
1/8/2019 10:15,2340736.871965
1/8/2019 10:30,2342540.076194
1/8/2019 10:45,2341871.917478
1/8/2019 11:00,2350829.538448
1/8/2019 11:15,2399835.547761
1/8/2019 11:30,2429436.200701
1/8/2019 11:45,2442038.413955
1/8/2019 12:00,2439414.399796
1/8/2019 12:15,2350352.953955
1/8/2019 12:30,2322983.491
1/8/2019 12:45,2319620.81
1/8/2019 13:00,2311921.628
1/8/2019 13:15,2215627.532
1/8/2019 13:30,2193472.774
1/8/2019 13:45,2192460.42
1/8/2019 14:00,2153117.825
1/8/2019 14:15,1922364.516
1/8/2019 14:30,1886415.618
1/8/2019 14:45,1884354.283
1/8/2019 15:00,1856027.31
1/8/2019 15:15,1747589.481
1/8/2019 15:30,1738878.771
1/8/2019 15:45,1738462.688
1/8/2019 16:00,1723582.594
1/8/2019 16:15,1679198.598
1/8/2019 16:30,1683551.817
1/8/2019 16:45,1684220.045
1/8/2019 17:00,1744311.16
1/8/2019 17:15,2127119.088
1/8/2019 17:30,2164363.54
1/8/2019 17:45,2172292.294
1/8/2019 18:00,2237144.08
1/8/2019 18:15,2549360.28
1/8/2019 18:30,2600981.539
1/8/2019 18:45,2586418.694
1/8/2019 19:00,2563380.712
1/8/2019 19:15,2546715.668
1/8/2019 19:30,2498947.938
1/8/2019 19:45,2476836.656
1/8/2019 20:00,2438261.376
1/8/2019 20:15,2329839.904
1/8/2019 20:30,2306911.042
1/8/2019 20:45,2270984.963
1/8/2019 21:00,2175053.401
1/8/2019 21:15,1615066.595
1/8/2019 21:30,1545577.588
1/8/2019 21:45,1525287.357
1/8/2019 22:00,1469823.015
1/8/2019 22:15,1488752.919
1/8/2019 22:30,1468751.522
1/8/2019 22:45,1478467.2
1/8/2019 23:00,1441561.686
1/8/2019 23:15,1373288.323716
1/8/2019 23:30,1336934.407781
1/8/2019 23:45,1316863.198935
1/9/2019 0:00,1289317.155224
1/9/2019 0:15,1400239.404199
1/9/2019 0:30,1361372.68696
1/9/2019 0:45,1328441.70797
1/9/2019 1:00,1316572.630129
1/9/2019 1:15,1313087.977687
1/9/2019 1:30,1338510.063677
1/9/2019 1:45,1330474.532935
1/9/2019 2:00,1312940.09696
1/9/2019 2:15,1335003.381687
1/9/2019 2:30,1336069.019687
1/9/2019 2:45,1322501.382697
